ref_name	cell_name	pin_name	point_x	point_y	point_bucket50	nearest_error_id	nearest_type	nearest_layer	nearest_cx	nearest_cy	nearest_bucket50	distance_um
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.3360	175.6480	200-250,150-200	115	Needs fat contact	M1 (11)-M2 (13)	229.4560	162.8800	200-250,150-200	15.6906
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.3360	175.6457	200-250,150-200	115	Needs fat contact	M1 (11)-M2 (13)	229.4560	162.8800	200-250,150-200	15.6888
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.3600	189.0195	150-200,150-200	184	Off-grid	M2 (13)	197.2050	219.5760	150-200,200-250	34.8920
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.3600	189.0240	150-200,150-200	184	Off-grid	M2 (13)	197.2050	219.5760	150-200,200-250	34.8881
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.3600	189.0217	150-200,150-200	184	Off-grid	M2 (13)	197.2050	219.5760	150-200,200-250	34.8901
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][30]	CLK	200.4240	170.6320	200-250,150-200	115	Needs fat contact	M1 (11)-M2 (13)	229.4560	162.8800	200-250,150-200	30.0491
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][30]	CLK	200.4240	170.6420	200-250,150-200	115	Needs fat contact	M1 (11)-M2 (13)	229.4560	162.8800	200-250,150-200	30.0517
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.3840	195.7075	100-150,150-200	139	Off-grid	M2 (13)	138.2560	199.5120	100-150,150-200	4.3592
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.3840	195.7120	100-150,150-200	139	Off-grid	M2 (13)	138.2560	199.5120	100-150,150-200	4.3553
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.3840	195.7097	100-150,150-200	139	Off-grid	M2 (13)	138.2560	199.5120	100-150,150-200	4.3573
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.7120	210.9120	100-150,200-250	149	Off-grid	VIA1 (12)	134.7330	211.6720	100-150,200-250	15.0402
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.7120	210.9495	100-150,200-250	149	Off-grid	VIA1 (12)	134.7330	211.6720	100-150,200-250	15.0384
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.7120	210.9307	100-150,200-250	149	Off-grid	VIA1 (12)	134.7330	211.6720	100-150,200-250	15.0393
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.3200	210.7600	100-150,200-250	149	Off-grid	VIA1 (12)	134.7330	211.6720	100-150,200-250	14.4418
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.3200	210.7800	100-150,200-250	149	Off-grid	VIA1 (12)	134.7330	211.6720	100-150,200-250	14.4406
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.3200	210.7700	100-150,200-250	149	Off-grid	VIA1 (12)	134.7330	211.6720	100-150,200-250	14.4412
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[2]	CLK	120.4720	204.0720	100-150,200-250	152	Off-grid	M2 (13)	134.4290	204.9840	100-150,200-250	13.9868
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[2]	CLK	120.4720	204.0820	100-150,200-250	152	Off-grid	M2 (13)	134.4290	204.9840	100-150,200-250	13.9861
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.4080	212.1280	100-150,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	32.7520
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.4080	212.1325	100-150,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	32.7563
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.4080	212.1302	100-150,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	32.7541
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.3840	209.0835	100-150,200-250	145	Off-grid	VIA1 (12)	137.4940	206.2000	100-150,200-250	4.0825
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.3840	209.0880	100-150,200-250	145	Off-grid	VIA1 (12)	137.4940	206.2000	100-150,200-250	4.0857
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.3840	209.0857	100-150,200-250	145	Off-grid	VIA1 (12)	137.4940	206.2000	100-150,200-250	4.0840
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.3440	200.7280	050-100,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	21.1591
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.3440	200.7480	050-100,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	21.1774
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.3440	200.7380	050-100,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	21.1683
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.3600	208.7840	150-200,200-250	179	Off-grid	VIA1 (12)	189.3010	222.9200	150-200,200-250	16.7263
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.3600	208.7885	150-200,200-250	179	Off-grid	VIA1 (12)	189.3010	222.9200	150-200,200-250	16.7225
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.3600	208.7862	150-200,200-250	179	Off-grid	VIA1 (12)	189.3010	222.9200	150-200,200-250	16.7244
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[15]	CLK	160.4480	214.1040	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	18.6335
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[15]	CLK	160.4480	214.1140	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	18.6288
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[12]	Q	80.3440	199.9680	050-100,150-200	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	20.4681
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.3440	202.8560	050-100,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	23.1170
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.3440	202.8895	050-100,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	23.1481
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.3440	202.8727	050-100,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	23.1325
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.6640	174.8545	150-200,150-200	142	Needs fat contact	M1 (11)-M2 (13)	218.3600	198.1440	200-250,150-200	29.8654
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.6640	174.8880	150-200,150-200	142	Needs fat contact	M1 (11)-M2 (13)	218.3600	198.1440	200-250,150-200	29.8393
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.6640	174.8712	150-200,150-200	142	Needs fat contact	M1 (11)-M2 (13)	218.3600	198.1440	200-250,150-200	29.8524
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.7120	170.7840	100-150,150-200	130	Needs fat contact	M1 (11)-M2 (13)	91.7440	179.6000	050-100,150-200	29.3246
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.7120	170.8215	100-150,150-200	130	Needs fat contact	M1 (11)-M2 (13)	91.7440	179.6000	050-100,150-200	29.3133
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.7120	170.8027	100-150,150-200	130	Needs fat contact	M1 (11)-M2 (13)	91.7440	179.6000	050-100,150-200	29.3190
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.3200	170.6320	100-150,150-200	130	Needs fat contact	M1 (11)-M2 (13)	91.7440	179.6000	050-100,150-200	29.9502
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.3200	170.6520	100-150,150-200	130	Needs fat contact	M1 (11)-M2 (13)	91.7440	179.6000	050-100,150-200	29.9442
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.3200	170.6420	100-150,150-200	130	Needs fat contact	M1 (11)-M2 (13)	91.7440	179.6000	050-100,150-200	29.9472
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.4080	212.4275	100-150,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	33.0330
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.4080	212.4320	100-150,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	33.0372
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.4080	212.4297	100-150,200-250	129	Needs fat contact	M1 (11)-M2 (13)	89.0080	181.4240	050-100,150-200	33.0350
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[6]	Q	159.6880	220.0320	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	15.9201
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[1]	RSTB	179.6000	202.3955	150-200,200-250	179	Off-grid	VIA1 (12)	189.3010	222.9200	150-200,200-250	22.7016
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[1]	RSTB	179.6000	202.4000	150-200,200-250	179	Off-grid	VIA1 (12)	189.3010	222.9200	150-200,200-250	22.6976
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[1]	RSTB	179.6000	202.3977	150-200,200-250	179	Off-grid	VIA1 (12)	189.3010	222.9200	150-200,200-250	22.6997
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[7]	RSTB	160.2960	222.1600	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	16.2817
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[7]	RSTB	160.2960	222.1645	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	16.2815
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[7]	RSTB	160.2960	222.1622	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	16.2816
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[8]	RSTB	159.6880	225.5040	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	15.8678
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[8]	RSTB	159.6880	225.5085	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	15.8685
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[8]	RSTB	159.6880	225.5062	150-200,200-250	177	Off-grid	M1 (11)	144.0320	222.9200	100-150,200-250	15.8682
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[18]	RSTB	59.6720	299.0720	050-100,250-300	354	Off-grid	VIA1 (12)	46.1170	281.7440	000-050,250-300	21.9999
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[18]	RSTB	59.6720	299.0765	050-100,250-300	354	Off-grid	VIA1 (12)	46.1170	281.7440	000-050,250-300	22.0035
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[18]	RSTB	59.6720	299.0742	050-100,250-300	354	Off-grid	VIA1 (12)	46.1170	281.7440	000-050,250-300	22.0017
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[28]	Q	80.3440	301.5040	050-100,300-350	303	Off-grid	VIA1 (12)	60.7090	276.5760	050-100,250-300	31.7323
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[10]	SE	80.3440	305.2705	050-100,300-350	303	Off-grid	VIA1 (12)	60.7090	276.5760	050-100,250-300	34.7693
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[10]	SE	80.3440	305.3040	050-100,300-350	303	Off-grid	VIA1 (12)	60.7090	276.5760	050-100,250-300	34.7970
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[10]	SE	80.3440	305.2872	050-100,300-350	303	Off-grid	VIA1 (12)	60.7090	276.5760	050-100,250-300	34.7831
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[15]	SE	59.6720	305.2705	050-100,300-350	354	Off-grid	VIA1 (12)	46.1170	281.7440	000-050,250-300	27.1521
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[15]	SE	59.6720	305.3040	050-100,300-350	354	Off-grid	VIA1 (12)	46.1170	281.7440	000-050,250-300	27.1811
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[15]	SE	59.6720	305.2872	050-100,300-350	354	Off-grid	VIA1 (12)	46.1170	281.7440	000-050,250-300	27.1665
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mcause_q_reg[4]	RSTB	259.5520	58.3040	250-300,050-100	26	Diff net spacing	M1 (11)	237.9680	57.9115	200-250,050-100	21.5876
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mcause_q_reg[4]	RSTB	259.5520	58.3085	250-300,050-100	26	Diff net spacing	M1 (11)	237.9680	57.9115	200-250,050-100	21.5877
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mcause_q_reg[4]	RSTB	259.5520	58.3062	250-300,050-100	26	Diff net spacing	M1 (11)	237.9680	57.9115	200-250,050-100	21.5876
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mcause_q_reg[2]	RSTB	259.5520	55.2595	250-300,050-100	26	Diff net spacing	M1 (11)	237.9680	57.9115	200-250,050-100	21.7463
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mcause_q_reg[2]	RSTB	259.5520	55.2640	250-300,050-100	26	Diff net spacing	M1 (11)	237.9680	57.9115	200-250,050-100	21.7458
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mcause_q_reg[2]	RSTB	259.5520	55.2617	250-300,050-100	26	Diff net spacing	M1 (11)	237.9680	57.9115	200-250,050-100	21.7460
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[11]	RSTB	259.7040	85.0560	250-300,050-100	57	Diff net spacing	M2 (13)	259.5660	85.1320	250-300,050-100	0.1575
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[11]	RSTB	259.7040	85.0605	250-300,050-100	57	Diff net spacing	M2 (13)	259.5660	85.1320	250-300,050-100	0.1554
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[11]	RSTB	259.7040	85.0582	250-300,050-100	57	Diff net spacing	M2 (13)	259.5660	85.1320	250-300,050-100	0.1565
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[10]	Q	260.3120	87.4880	250-300,050-100	57	Diff net spacing	M2 (13)	259.5660	85.1320	250-300,050-100	2.4713
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[8]	Q	260.3120	96.3040	250-300,050-100	71	Diff net spacing	M2 (13)	259.5660	95.1640	250-300,050-100	1.3624
SDFFARX1_RVT	u_core/core_i/cs_registers_i/dcsr_q_reg[stepie]	RSTB	260.3120	45.2275	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	24.5033
SDFFARX1_RVT	u_core/core_i/cs_registers_i/dcsr_q_reg[stepie]	RSTB	260.3120	45.2320	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	24.5032
SDFFARX1_RVT	u_core/core_i/cs_registers_i/dcsr_q_reg[stepie]	RSTB	260.3120	45.2297	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	24.5033
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[26]	RSTB	259.5520	28.2080	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	29.4803
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[26]	RSTB	259.5520	28.2125	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	29.4777
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[26]	RSTB	259.5520	28.2102	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	29.4790
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[25]	RSTB	259.5520	21.8195	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	33.6637
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[25]	RSTB	259.5520	21.8240	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	33.6605
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[25]	RSTB	259.5520	21.8217	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	33.6622
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[24]	RSTB	259.5520	24.8640	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	31.5781
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[24]	RSTB	259.5520	24.8685	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	31.5752
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[24]	RSTB	259.5520	24.8662	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	31.5767
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[7]	Q	260.3120	37.3280	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	25.8861
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[4]	SE	259.7040	42.3440	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	24.1239
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[4]	SE	259.7040	42.3775	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	24.1193
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mscratch_q_reg[4]	SE	259.7040	42.3607	250-300,000-050	12	Off-grid	VIA1 (12)	235.8130	45.6880	200-250,000-050	24.1216
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][32]	Q	260.3120	186.5920	250-300,150-200	134	Diff net spacing	M1 (11)	266.5440	186.0725	250-300,150-200	6.2536
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][44]	SE	259.7040	188.2305	250-300,150-200	134	Diff net spacing	M1 (11)	266.5440	186.0725	250-300,150-200	7.1723
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][44]	SE	259.7040	188.2640	250-300,150-200	134	Diff net spacing	M1 (11)	266.5440	186.0725	250-300,150-200	7.1825
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][44]	SE	259.7040	188.2472	250-300,150-200	134	Diff net spacing	M1 (11)	266.5440	186.0725	250-300,150-200	7.1774
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][1]	SE	299.6800	198.2625	250-300,150-200	172	Diff net spacing	M1 (11)	287.5200	206.1365	250-300,200-250	14.4867
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][1]	SE	299.6800	198.2960	250-300,150-200	172	Diff net spacing	M1 (11)	287.5200	206.1365	250-300,200-250	14.4686
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][1]	SE	299.6800	198.2792	250-300,150-200	172	Diff net spacing	M1 (11)	287.5200	206.1365	250-300,200-250	14.4777
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][4]	Q	300.2880	223.3760	300-350,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	12.2284
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][6]	SI	299.6800	220.2985	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	15.3555
