ref_name	cell_name	pin_name	point_x	point_y	point_bucket50	nearest_error_id	nearest_type	nearest_layer	nearest_cx	nearest_cy	nearest_bucket50	distance_um
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][6]	SI	299.6800	220.3360	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	15.3183
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][6]	SI	299.6800	220.3172	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	15.3369
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][6]	CLK	300.2880	220.4680	300-350,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	15.1233
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][6]	CLK	300.2880	220.4880	300-350,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	15.1034
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[0][6]	CLK	300.2880	220.4780	300-350,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	15.1133
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][61]	QN	299.6800	139.9280	250-300,100-150	94	Off-grid	VIA1 (12)	289.0380	136.1280	250-300,100-150	11.3001
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][4]	RSTB	300.2880	235.5360	300-350,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	1.2920
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][4]	RSTB	300.2880	235.5405	300-350,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	1.2920
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][4]	RSTB	300.2880	235.5382	300-350,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	1.2920
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][5]	CLK	299.6800	240.5320	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	5.3451
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][5]	CLK	299.6800	240.5520	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	5.3638
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][5]	CLK	299.6800	240.5420	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	5.3544
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][6]	RSTB	299.5280	242.5235	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	7.2826
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][6]	RSTB	299.5280	242.5280	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	7.2869
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][6]	RSTB	299.5280	242.5257	250-300,200-250	239	Short	M1 (11)	301.5800	235.5360	300-350,200-250	7.2847
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][16]	SE	300.2880	179.4480	300-350,150-200	172	Diff net spacing	M1 (11)	287.5200	206.1365	250-300,200-250	29.5854
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][16]	SE	300.2880	179.4815	300-350,150-200	172	Diff net spacing	M1 (11)	287.5200	206.1365	250-300,200-250	29.5552
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][16]	SE	300.2880	179.4647	300-350,150-200	172	Diff net spacing	M1 (11)	287.5200	206.1365	250-300,200-250	29.5704
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][22]	SE	300.2880	154.7905	300-350,150-200	94	Off-grid	VIA1 (12)	289.0380	136.1280	250-300,100-150	21.7911
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][22]	SE	300.2880	154.8240	300-350,150-200	94	Off-grid	VIA1 (12)	289.0380	136.1280	250-300,100-150	21.8198
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[2][22]	SE	300.2880	154.8072	300-350,150-200	94	Off-grid	VIA1 (12)	289.0380	136.1280	250-300,100-150	21.8054
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][54]	CLK	239.6400	150.5680	200-250,150-200	116	Off-grid	M2 (13)	236.2690	166.0720	200-250,150-200	15.8662
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][54]	CLK	239.6400	150.5780	200-250,150-200	116	Off-grid	M2 (13)	236.2690	166.0720	200-250,150-200	15.8565
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][57]	CLK	240.4000	143.8800	200-250,100-150	86	Diff net spacing	M1 (11)	251.0400	134.8235	250-300,100-150	13.9725
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][57]	CLK	240.4000	143.8900	200-250,100-150	86	Diff net spacing	M1 (11)	251.0400	134.8235	250-300,100-150	13.9789
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][26]	RSTB	260.4640	195.7075	250-300,150-200	135	Diff net spacing	M1 (11)	267.0000	189.4165	250-300,150-200	9.0717
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][26]	RSTB	260.4640	195.7120	250-300,150-200	135	Diff net spacing	M1 (11)	267.0000	189.4165	250-300,150-200	9.0748
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][26]	RSTB	260.4640	195.7097	250-300,150-200	135	Diff net spacing	M1 (11)	267.0000	189.4165	250-300,150-200	9.0732
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[9]	RSTB	259.7040	95.0880	250-300,050-100	71	Diff net spacing	M2 (13)	259.5660	95.1640	250-300,050-100	0.1575
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[9]	RSTB	259.7040	95.0925	250-300,050-100	71	Diff net spacing	M2 (13)	259.5660	95.1640	250-300,050-100	0.1554
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[9]	RSTB	259.7040	95.0902	250-300,050-100	71	Diff net spacing	M2 (13)	259.5660	95.1640	250-300,050-100	0.1565
MUX41X1_HVT	u_core/core_i/U1662	A1	100.4080	279.3120	100-150,250-300	357	Needs fat contact	M1 (11)-M2 (13)	106.6400	278.4000	100-150,250-300	6.2984
MUX41X1_HVT	u_core/core_i/U1787	A1	100.4080	285.6960	100-150,250-300	357	Needs fat contact	M1 (11)-M2 (13)	106.6400	278.4000	100-150,250-300	9.5953
MUX41X1_HVT	u_core/core_i/U1789	S1	99.6480	279.0065	050-100,250-300	357	Needs fat contact	M1 (11)-M2 (13)	106.6400	278.4000	100-150,250-300	7.0183
MUX41X1_HVT	u_core/core_i/U1789	S1	99.6480	279.0080	050-100,250-300	357	Needs fat contact	M1 (11)-M2 (13)	106.6400	278.4000	100-150,250-300	7.0184
MUX41X1_HVT	u_core/core_i/U1789	S1	99.6480	279.0072	050-100,250-300	357	Needs fat contact	M1 (11)-M2 (13)	106.6400	278.4000	100-150,250-300	7.0183
MUX41X1_HVT	u_core/core_i/U1876	A1	99.6480	272.6240	050-100,250-300	357	Needs fat contact	M1 (11)-M2 (13)	106.6400	278.4000	100-150,250-300	9.0692
MUX41X1_HVT	u_core/core_i/U5425	S0	40.3680	300.7365	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	17.9064
MUX41X1_HVT	u_core/core_i/U5425	S0	40.3680	300.7440	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	17.9138
MUX41X1_HVT	u_core/core_i/U5425	S0	40.3680	300.7402	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	17.9101
MUX41X1_HVT	u_core/core_i/U5428	S0	40.3680	304.3920	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	21.5141
MUX41X1_HVT	u_core/core_i/U5428	S0	40.3680	304.3995	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	21.5215
MUX41X1_HVT	u_core/core_i/U5428	S0	40.3680	304.3957	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	21.5177
MUX41X1_HVT	u_core/core_i/U5436	S0	39.6080	304.0805	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	21.3327
MUX41X1_HVT	u_core/core_i/U5436	S0	39.6080	304.0880	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	21.3401
MUX41X1_HVT	u_core/core_i/U5436	S0	39.6080	304.0842	000-050,300-350	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	21.3363
MUX41X1_HVT	u_core/core_i/U5445	S0	39.6080	297.7040	000-050,250-300	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	15.1107
MUX41X1_HVT	u_core/core_i/U5445	S0	39.6080	297.7115	000-050,250-300	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	15.1179
MUX41X1_HVT	u_core/core_i/U5445	S0	39.6080	297.7077	000-050,250-300	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	15.1142
MUX41X1_HVT	u_core/core_i/U5417	S0	40.3680	297.3925	000-050,250-300	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	14.6270
MUX41X1_HVT	u_core/core_i/U5417	S0	40.3680	297.4000	000-050,250-300	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	14.6343
MUX41X1_HVT	u_core/core_i/U5417	S0	40.3680	297.3962	000-050,250-300	352	Off-grid	VIA1 (12)	43.5330	283.1120	000-050,250-300	14.6306
SDFFARX1_RVT	u_core/core_i/ex_stage_i/alu_i/alu_div_i/BReg_DP_reg[21]	CLK	239.6400	277.6400	200-250,250-300	336	Off-grid	VIA1 (12)	233.0770	275.0560	200-250,250-300	7.0534
SDFFARX1_RVT	u_core/core_i/ex_stage_i/alu_i/alu_div_i/BReg_DP_reg[21]	CLK	239.6400	277.6500	200-250,250-300	336	Off-grid	VIA1 (12)	233.0770	275.0560	200-250,250-300	7.0570
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/state_q_reg	RSTB	299.5280	95.3875	250-300,050-100	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	4.6180
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/state_q_reg	RSTB	299.5280	95.3920	250-300,050-100	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	4.6220
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/state_q_reg	RSTB	299.5280	95.3897	250-300,050-100	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	4.6199
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/flush_cnt_q_reg[1]	Q	299.6800	126.4000	250-300,100-150	85	Needs fat contact	M1 (11)-M2 (13)	293.9040	127.9200	250-300,100-150	5.9727
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[1][2]	RSTB	259.7040	292.6835	250-300,250-300	391	Diff net spacing	M2 (13)	259.5660	292.6120	250-300,250-300	0.1554
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[1][2]	RSTB	259.7040	292.6880	250-300,250-300	391	Diff net spacing	M2 (13)	259.5660	292.6120	250-300,250-300	0.1575
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/fifo_i/mem_q_reg[1][2]	RSTB	259.7040	292.6857	250-300,250-300	391	Diff net spacing	M2 (13)	259.5660	292.6120	250-300,250-300	0.1564
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[3]	RSTB	259.5520	252.2560	250-300,250-300	286	Needs fat contact	M1 (11)-M2 (13)	263.6560	261.6800	250-300,250-300	10.2788
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[3]	RSTB	259.5520	252.2605	250-300,250-300	286	Needs fat contact	M1 (11)-M2 (13)	263.6560	261.6800	250-300,250-300	10.2747
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[3]	RSTB	259.5520	252.2582	250-300,250-300	286	Needs fat contact	M1 (11)-M2 (13)	263.6560	261.6800	250-300,250-300	10.2768
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[17]	RSTB	259.5520	245.8675	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	9.2978
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[17]	RSTB	259.5520	245.8720	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	9.2981
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[17]	RSTB	259.5520	245.8697	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	9.2980
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[14]	QN	259.7040	236.9040	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	12.5391
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[16]	QN	259.7040	237.8160	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	11.9572
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[9]	RSTB	259.5520	252.5555	250-300,250-300	286	Needs fat contact	M1 (11)-M2 (13)	263.6560	261.6800	250-300,250-300	10.0050
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[9]	RSTB	259.5520	252.5600	250-300,250-300	286	Needs fat contact	M1 (11)-M2 (13)	263.6560	261.6800	250-300,250-300	10.0009
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[9]	RSTB	259.5520	252.5577	250-300,250-300	286	Needs fat contact	M1 (11)-M2 (13)	263.6560	261.6800	250-300,250-300	10.0030
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[10]	RSTB	260.4640	248.9120	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	10.8478
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[10]	RSTB	260.4640	248.9165	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	10.8494
SDFFARX1_RVT	u_core/core_i/if_stage_i/instr_rdata_id_o_reg[10]	RSTB	260.4640	248.9142	250-300,200-250	260	Diff net spacing	M1 (11)	250.2800	245.1755	250-300,200-250	10.8486
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[2]	SI	299.6800	103.2585	250-300,100-150	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	12.1322
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[2]	SI	299.6800	103.2960	250-300,100-150	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	12.1692
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[2]	SI	299.6800	103.2772	250-300,100-150	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	12.1506
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[2]	CLK	300.2880	103.4280	300-350,100-150	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	12.2166
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[2]	CLK	300.2880	103.4480	300-350,100-150	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	12.2365
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[2]	CLK	300.2880	103.4380	300-350,100-150	59	Off-grid	VIA1 (12)	301.6540	91.2880	300-350,050-100	12.2265
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[8]	Q	299.6800	69.5520	250-300,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	15.5345
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[10]	Q	300.2880	44.0160	300-350,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	40.7420
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[11]	SE	299.6800	37.7505	250-300,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	46.9051
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[11]	SE	299.6800	37.7840	250-300,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	46.8717
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[11]	SE	299.6800	37.7672	250-300,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	46.8885
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[12]	SE	300.2880	32.3120	300-350,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	52.3767
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[12]	SE	300.2880	32.3455	300-350,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	52.3434
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[12]	SE	300.2880	32.3287	300-350,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	52.3601
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[14]	Q	299.6800	23.9520	250-300,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	60.6564
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[15]	SE	300.2880	25.6240	300-350,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	59.0375
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[15]	SE	300.2880	25.6575	300-350,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	59.0041
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[15]	SE	300.2880	25.6407	300-350,000-050	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	59.0208
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	SI	299.6800	73.8080	250-300,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	11.5169
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	SI	299.6800	73.8455	250-300,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	11.4823
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	SI	299.6800	73.8267	250-300,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	11.4997
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	CLK	300.2880	73.6560	300-350,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	11.9007
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	CLK	300.2880	73.6760	300-350,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	11.8826
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	CLK	300.2880	73.6660	300-350,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	11.8917
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[30]	SE	300.2880	85.8160	300-350,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	5.1992
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[30]	SE	300.2880	85.8495	300-350,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	5.2081
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[30]	SE	300.2880	85.8327	300-350,050-100	58	Needs fat contact	M1 (11)-M2 (13)	295.2720	84.4480	250-300,050-100	5.2036
